,network,experiment,cellType,data,design,method,designANDmethod,expDesign,combination,numberOfDiffExp,numberOfNodes,connectivity
5955,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1793,27,9,0.0
5956,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X80,27,14,0.0
5957,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1381,31,15,0.1333333333333333
5958,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X811,26,13,0.0
5959,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X192,28,11,0.0
5960,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X106,39,18,0.11111111111111116
5961,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X790,29,11,0.0
5962,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1866,41,19,0.10526315789473684
5963,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X2013,30,13,0.15384615384615385
5964,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X641,49,14,0.0
5965,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X495,37,15,0.1333333333333333
5966,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X173,37,17,0.11764705882352944
5967,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1003,27,12,0.0
5968,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X19,22,17,0.0
5969,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1314,39,16,0.125
5970,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1534,24,7,0.0
5971,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X198,31,12,0.0
5972,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1627,27,15,0.1333333333333333
5973,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1631,32,10,0.0
5974,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1295,30,14,0.0
5975,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1591,26,9,0.0
5976,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X855,29,13,0.0
5977,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1682,35,18,0.0
5978,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1052,28,15,0.0
5979,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X406,38,14,0.0
5980,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X776,32,9,0.0
5981,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1136,25,11,0.0
5982,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1211,28,14,0.0
5983,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X863,40,16,0.0
5984,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X765,31,13,0.0
5985,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1085,39,16,0.0
5986,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1008,20,8,0.0
5987,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X546,37,16,0.125
5988,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X712,24,8,0.0
5989,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X789,33,12,0.16666666666666663
5990,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1888,19,12,0.0
5991,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X409,38,15,0.1333333333333333
5992,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X876,29,16,0.125
5993,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1917,30,12,0.16666666666666663
5994,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X333,36,14,0.1428571428571429
5995,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1285,28,12,0.0
5996,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X777,28,12,0.0
5997,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1484,26,16,0.0
5998,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X408,41,13,0.15384615384615385
5999,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1592,33,11,0.18181818181818177
6000,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X31,26,11,0.0
6001,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X379,27,15,0.0
6002,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1094,36,13,0.15384615384615385
6003,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X507,25,13,0.0
6004,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X852,22,11,0.0
6005,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X336,23,10,0.0
6006,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X545,24,7,0.0
6007,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X360,14,8,0.0
6008,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1694,31,9,0.0
6009,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1697,35,12,0.0
6010,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X76,26,15,0.0
6011,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X2035,29,15,0.0
6012,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X604,27,14,0.0
6013,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X30,33,9,0.0
6014,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1640,20,9,0.0
6015,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1306,37,15,0.1333333333333333
6016,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1575,25,9,0.0
6017,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1728,28,10,0.0
6018,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1910,36,12,0.16666666666666663
6019,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X897,37,12,0.0
6020,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1545,40,10,0.0
6021,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X838,33,12,0.0
6022,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X464,21,9,0.0
6023,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1554,40,18,0.11111111111111116
6024,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1991,31,10,0.0
6025,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1275,26,13,0.0
6026,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1787,27,15,0.1333333333333333
6027,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1629,40,14,0.0
6028,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X391,26,12,0.0
6029,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1890,39,17,0.0
6030,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X293,41,17,0.11764705882352944
6031,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1975,30,13,0.0
6032,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X896,25,10,0.0
6033,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1990,30,11,0.0
6034,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1839,36,14,0.0
6035,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X2012,32,17,0.0
6036,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1813,26,12,0.0
6037,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1130,43,15,0.1333333333333333
6038,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X24,38,10,0.0
6039,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1919,42,17,0.0
6040,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1138,38,15,0.1333333333333333
6041,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X519,23,9,0.0
6042,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1547,27,13,0.15384615384615385
6043,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1103,24,10,0.0
6044,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X49,26,10,0.0
6045,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X836,28,17,0.0
6046,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X538,31,17,0.11764705882352944
6047,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1109,37,14,0.0
6048,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X317,34,13,0.15384615384615385
6049,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1740,30,19,0.0
6050,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1886,29,11,0.0
6051,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X58,30,15,0.1333333333333333
6052,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1177,31,14,0.0
6053,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1475,25,11,0.0
6054,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X95,34,11,0.0
6055,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X977,37,15,0.1333333333333333
6056,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1901,33,15,0.1333333333333333
6057,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1848,30,10,0.19999999999999996
6058,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X980,23,12,0.0
6059,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X743,42,11,0.18181818181818177
6060,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1966,35,14,0.1428571428571429
6061,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1434,28,12,0.0
6062,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1315,32,18,0.0
6063,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X758,29,10,0.0
6064,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1788,30,16,0.0
6065,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X837,34,14,0.1428571428571429
6066,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X490,40,16,0.0
6067,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1357,28,14,0.1428571428571429
6068,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X857,34,17,0.11764705882352944
6069,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1503,40,14,0.0
6070,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1118,28,10,0.0
6071,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X948,29,16,0.125
6072,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1586,40,18,0.11111111111111116
6073,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1945,31,11,0.0
6074,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1563,26,16,0.125
6075,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1819,26,15,0.1333333333333333
6076,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X705,49,14,0.0
6077,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X2025,31,9,0.0
6078,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X131,27,14,0.0
6079,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X338,36,13,0.15384615384615385
6080,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X673,35,11,0.0
6081,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X674,37,16,0.125
6082,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1388,26,13,0.15384615384615385
6083,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X903,28,14,0.0
6084,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1520,20,8,0.0
6085,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X365,34,15,0.0
6086,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X200,25,8,0.0
6087,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X685,28,12,0.0
6088,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X629,33,14,0.0
6089,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X722,40,18,0.11111111111111116
6090,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X614,29,11,0.18181818181818177
6091,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X933,31,15,0.1333333333333333
6092,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1154,38,16,0.0
6093,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1790,32,10,0.19999999999999996
6094,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1826,36,15,0.1333333333333333
6095,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X2030,29,9,0.0
6096,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1197,28,13,0.0
6097,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X372,25,12,0.16666666666666663
6098,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1731,29,12,0.16666666666666663
6099,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X576,28,11,0.0
6100,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1755,30,16,0.125
6101,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1203,27,14,0.0
6102,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1042,33,14,0.0
6103,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1879,20,6,0.0
6104,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X86,38,12,0.0
6105,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1271,26,9,0.0
6106,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X745,47,15,0.0
6107,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X367,37,13,0.0
6108,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X381,33,14,0.0
6109,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X362,40,17,0.0
6110,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X361,28,10,0.19999999999999996
6111,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1598,30,11,0.18181818181818177
6112,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1876,23,12,0.0
6113,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X839,34,12,0.16666666666666663
6114,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1485,25,11,0.18181818181818177
6115,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1775,36,14,0.1428571428571429
6116,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X370,38,14,0.1428571428571429
6117,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1521,31,11,0.0
6118,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X483,28,15,0.0
6119,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X958,27,7,0.0
6120,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1035,28,15,0.0
6121,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1258,46,18,0.11111111111111116
6122,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X284,26,14,0.1428571428571429
6123,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X160,26,11,0.0
6124,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1201,26,9,0.0
6125,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X717,28,12,0.0
6126,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X940,32,19,0.10526315789473684
6127,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X441,34,15,0.1333333333333333
6128,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X154,31,15,0.1333333333333333
6129,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X292,26,14,0.1428571428571429
6130,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X973,27,15,0.1333333333333333
6131,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1437,27,12,0.0
6132,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1202,35,15,0.0
6133,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1020,27,15,0.0
6134,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1532,25,12,0.16666666666666663
6135,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1079,27,9,0.0
6136,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X134,31,12,0.0
6137,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1297,29,9,0.0
6138,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1267,30,16,0.0
6139,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X476,25,13,0.0
6140,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X297,33,12,0.16666666666666663
6141,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1006,22,5,0.0
6142,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1501,29,13,0.0
6143,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T48-X_F40.5_T48,X1460,27,14,0.1428571428571429
6144,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X45,59,19,0.21052631578947367
6145,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X708,43,25,0.16000000000000003
6146,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X850,56,17,0.11764705882352944
6147,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X1774,49,18,0.11111111111111116
6148,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X955,38,18,0.0
6149,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X1164,39,24,0.16666666666666663
6150,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X533,64,20,0.09999999999999998
6151,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X1515,85,23,0.08695652173913049
6152,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X960,45,24,0.08333333333333337
6153,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X715,41,18,0.11111111111111116
6154,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X1942,53,18,0.2222222222222222
6155,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X1165,40,22,0.18181818181818177
6156,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X739,49,22,0.09090909090909094
6157,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X1806,34,18,0.11111111111111116
6158,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X419,48,20,0.09999999999999998
6159,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X552,50,16,0.25
6160,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X187,36,18,0.11111111111111116
6161,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X1323,83,22,0.09090909090909094
6162,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X88,49,20,0.0
6163,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X943,54,18,0.11111111111111116
6164,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X1234,40,17,0.11764705882352944
6165,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X1976,37,17,0.11764705882352944
6166,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X773,36,17,0.11764705882352944
6167,String850,Experiment1,Hacat,Methylation,,Champ,Champ,Y_F40.5_T2-X_F40.5_T2,X1498,44,20,0.09999999999999998
